filename,path,acad_hits,prac_hits,stream_score,top_acad_terms,top_prac_terms
Markowitz - Portfolio Selection Efficient Diversification of Investments (Book 1959).pdf,Textbooks/Academic/Investments/Markowitz - Portfolio Selection Efficient Diversification of Investments (Book 1959).pdf,2,0,1.0,"p-value(1), prerequisite(1)",
"Markowitz, H. (Harry) - Mean Variance Analysis In Portfolio Choice And Capital M (Book 1987).pdf","Textbooks/Academic/Investments/Markowitz, H. (Harry) - Mean Variance Analysis In Portfolio Choice And Capital M (Book 1987).pdf",0,0,0.0,,
Max Isaacman - The Nasdaq Investor (Book 2001).pdf,Textbooks/Academic/Investments/Max Isaacman - The Nasdaq Investor (Book 2001).pdf,0,6,-1.0,,"Wall Street(2), money manager(2), guide(1), trader(1)"
Mehra - Handbook of the Equity Risk Premium (Book 2008).pdf,Textbooks/Academic/Investments/Mehra - Handbook of the Equity Risk Premium (Book 2008).pdf,2,1,0.3333,"theorem(1), equilibrium(1)",handbook(1)
"Mellen, Evans - Valuation for MA - Building Value in Private Firms (Book 2010).pdf","Textbooks/Academic/Investments/Mellen, Evans - Valuation for MA - Building Value in Private Firms (Book 2010).pdf",0,6,-1.0,,"due diligence(3), how to(1), case study(1), written for investors(1)"
Mohammad Fadel - Excerpts from International business and economics law and policy (Book 2010).pdf,Textbooks/Academic/Investments/Mohammad Fadel - Excerpts from International business and economics law and policy (Book 2010).pdf,0,0,0.0,,
Morgan Stanley - Valuation Multiples (Book 2024).pdf,Textbooks/Academic/Investments/Morgan Stanley - Valuation Multiples (Book 2024).pdf,4,1,0.6,"optimal(2), the model(1), we assume(1)",straightforward(1)
Murphy - Intermarket Technical Analysis (Book 1991).pdf,Textbooks/Academic/Investments/Murphy - Intermarket Technical Analysis (Book 1991).pdf,0,2,-1.0,,trader(2)
Murphy - Technical Analysis of the Futures Markets (Book 1986).pdf,Textbooks/Academic/Investments/Murphy - Technical Analysis of the Futures Markets (Book 1986).pdf,0,3,-1.0,,"how to(2), guide(1)"
"Neftci, Salih N - An Introduction To The Mathematics Of Financial Derivatives (Book 2000).pdf","Textbooks/Academic/Investments/Neftci, Salih N - An Introduction To The Mathematics Of Financial Derivatives (Book 2000).pdf",4,0,1.0,theorem(4),
"Panjer, Harry H. (ed.) - Financial Economics With Applications to Investments, Insurance and Pensions (Book 1998).pdf","Textbooks/Academic/Investments/Panjer, Harry H. (ed.) - Financial Economics With Applications to Investments, Insurance and Pensions (Book 1998).pdf",3,0,1.0,"et al.(1), textbook(1), semester(1)",
Pennacchi - Theory of Asset Pricing (Book 2007).pdf,Textbooks/Academic/Investments/Pennacchi - Theory of Asset Pricing (Book 2007).pdf,16,0,1.0,"proposition(4), et al.(4), the model(4), equilibrium(2), theorem(1)",
Peter A. Diamond - The opportunity costs of public investment comment (Book 1967).pdf,Textbooks/Academic/Investments/Peter A. Diamond - The opportunity costs of public investment comment (Book 1967).pdf,3,0,1.0,"equilibrium(1), social welfare(1), Quarterly Journal(1)",
Ralph M. Carney - A managerial assessment of the Productivity Investment Fund (Book 1988).pdf,Textbooks/Academic/Investments/Ralph M. Carney - A managerial assessment of the Productivity Investment Fund (Book 1988).pdf,0,0,0.0,,
"Robbins, Sidney - The Securities Markets Operations and Issues (Book 1966).pdf","Textbooks/Academic/Investments/Robbins, Sidney - The Securities Markets Operations and Issues (Book 1966).pdf",12,0,1.0,"theorem(7), working paper(2), proposition(1), proof(1), equilibrium(1)",
Robert Ferber - The reliability of consumer reports of financial assets and debts (Book 1966).pdf,Textbooks/Academic/Investments/Robert Ferber - The reliability of consumer reports of financial assets and debts (Book 1966).pdf,0,0,0.0,,
Robert M. Behr - A simultaneous equation model of futures market trading activity (Book 1981).pdf,Textbooks/Academic/Investments/Robert M. Behr - A simultaneous equation model of futures market trading activity (Book 1981).pdf,7,0,1.0,"coefficient(4), endogen(1), the model(1), this course(1)",
"Rubinstein, Mark - A History of the Theory of Investments (Book 2006).pdf","Textbooks/Academic/Investments/Rubinstein, Mark - A History of the Theory of Investments (Book 2006).pdf",0,0,0.0,,
Save - Lessons of thrift (Book 1820).pdf,Textbooks/Academic/Investments/Save - Lessons of thrift (Book 1820).pdf,0,3,-1.0,,"practical(2), guide(1)"
Shackle - Expectation in Economics (Book 1949).pdf,Textbooks/Academic/Investments/Shackle - Expectation in Economics (Book 1949).pdf,1,0,1.0,university press(1),
"Shiller, Robert J - Irrational Exuberance (Book 2000).pdf","Textbooks/Academic/Investments/Shiller, Robert J - Irrational Exuberance (Book 2000).pdf",2,1,0.3333,university press(2),retirement(1)
Shleifer - Inefficient Markets (Book 2000).pdf,Textbooks/Academic/Investments/Shleifer - Inefficient Markets (Book 2000).pdf,17,5,0.5455,"university press(9), proposition(2), Journal of Finance(2), equilibrium(1), Journal of Financial Economics(1)","trader(2), practical(1), real-world(1), plain English(1)"
Shultz - The Securities Market and How It Works (Book 1963).pdf,Textbooks/Academic/Investments/Shultz - The Securities Market and How It Works (Book 1963).pdf,0,0,0.0,,
"Singh, Whittington - Growth Profitability and Valuation (Book 1968).pdf","Textbooks/Academic/Investments/Singh, Whittington - Growth Profitability and Valuation (Book 1968).pdf",5,1,0.6667,"regression(3), university press(2)",case study(1)
"Solnik, Bruno H. - The behavior of European stock markets (Book 1972).pdf","Textbooks/Academic/Investments/Solnik, Bruno H. - The behavior of European stock markets (Book 1972).pdf",3,3,0.0,"working paper(1), empirical evidence(1), the model(1)",broker(3)
Steven J. Kipp - Comparison between the investment value and market value of Kansas agricultural (Book 1985).pdf,Textbooks/Academic/Investments/Steven J. Kipp - Comparison between the investment value and market value of Kansas agricultural (Book 1985).pdf,11,0,1.0,"the model(7), equilibrium(1), literature review(1), instructor(1), undergraduate(1)",
Stevens - Investment and Speculation in British Railways (Book 1902).pdf,Textbooks/Academic/Investments/Stevens - Investment and Speculation in British Railways (Book 1902).pdf,0,0,0.0,,
Stewart Leon Brown - The adjustment of stock prices to new information a test of market efficiency (Book 1974).pdf,Textbooks/Academic/Investments/Stewart Leon Brown - The adjustment of stock prices to new information a test of market efficiency (Book 1974).pdf,1,2,-0.3333,regression(1),Wall Street(2)
Suk-Pil Lim - Three essays on risk premiums in the security markets (Book 1987).pdf,Textbooks/Academic/Investments/Suk-Pil Lim - Three essays on risk premiums in the security markets (Book 1987).pdf,3,0,1.0,"equilibrium(1), regression(1), t-statistic(1)",
Swensen - Pioneering Portfolio Management (Book 2000).pdf,Textbooks/Academic/Investments/Swensen - Pioneering Portfolio Management (Book 2000).pdf,0,3,-1.0,,"real-world(1), Wall Street(1), fund manager(1)"
T. C. Simonton - A treatise of the law of municipal bonds of the municipal corporations of the (Book 1896).pdf,Textbooks/Academic/Investments/T. C. Simonton - A treatise of the law of municipal bonds of the municipal corporations of the (Book 1896).pdf,6,0,1.0,proposition(6),
Thaler - The Winners Curse (Book 1992).pdf,Textbooks/Academic/Investments/Thaler - The Winners Curse (Book 1992).pdf,1,0,1.0,MBA students(1),
Thorndike - The Outsiders Eight Unconventional CEOs and Their Radically Rational Blueprint for Success (Book 2012).pdf,Textbooks/Academic/Investments/Thorndike - The Outsiders Eight Unconventional CEOs and Their Radically Rational Blueprint for Success (Book 2012).pdf,1,13,-0.8571,further reading(1),"CEO(8), Wall Street(3), checklist(1), retirement(1)"
Train - The Craft of Investing (Book 1994).pdf,Textbooks/Academic/Investments/Train - The Craft of Investing (Book 1994).pdf,0,11,-1.0,,"how to(6), Wall Street(2), retirement(2), practical(1)"
Wen-he Lu - Risk premia in foreign exchange markets (Book 1986).pdf,Textbooks/Academic/Investments/Wen-he Lu - Risk premia in foreign exchange markets (Book 1986).pdf,6,0,1.0,"regression(2), equilibrium(1), standard error(1), OLS(1), the model(1)",
"West, Richard R.; Tinic, Seha M. - The Economics of the Stock Market (Book 1971).pdf","Textbooks/Academic/Investments/West, Richard R.; Tinic, Seha M. - The Economics of the Stock Market (Book 1971).pdf",0,1,-1.0,,broker(1)
William W. Cook - A treatise on the law of corporations having a capital stock (Book 1898).pdf,Textbooks/Academic/Investments/William W. Cook - A treatise on the law of corporations having a capital stock (Book 1898).pdf,0,0,0.0,,
"Winger, Bernard J - Investments Introduction To Analysis And Planning (Book 1988).pdf","Textbooks/Academic/Investments/Winger, Bernard J - Investments Introduction To Analysis And Planning (Book 1988).pdf",7,4,0.2727,"instructor(4), coefficient(1), textbook(1), review questions(1)","practical(1), broker(1), retirement(1), financial planning(1)"
Yardeni - Predicting the Markets a Professional Autobiography (Book 2018).pdf,Textbooks/Academic/Investments/Yardeni - Predicting the Markets a Professional Autobiography (Book 2018).pdf,2,3,-0.2,"the model(1), prerequisite(1)","Wall Street(2), portfolio manager(1)"
Auerbach (ed.) - Corporate Takeovers Causes and Consequences (Book 1988).pdf,Textbooks/Academic/M&A/Auerbach (ed.) - Corporate Takeovers Causes and Consequences (Book 1988).pdf,0,2,-1.0,,board of directors(2)
Cameron M. Rusaw - Applied corporate law (Book 2009).pdf,Textbooks/Academic/M&A/Cameron M. Rusaw - Applied corporate law (Book 2009).pdf,2,1,0.3333,"et al.(1), instructor(1)",due diligence(1)
Cameron M. Rusaw - Corporate transactions (Book 2012).pdf,Textbooks/Academic/M&A/Cameron M. Rusaw - Corporate transactions (Book 2012).pdf,2,2,0.0,"et al.(1), instructor(1)",due diligence(2)
Gargiulo - The Leveraged Buyout (Book 1982).pdf,Textbooks/Academic/M&A/Gargiulo - The Leveraged Buyout (Book 1982).pdf,2,2,0.0,"this course(1), classroom(1)","Wall Street(1), client(1)"
"Jack Wayman Trifts - Mergers, agency and managerial response (Book 1984).pdf","Textbooks/Academic/M&A/Jack Wayman Trifts - Mergers, agency and managerial response (Book 1984).pdf",0,0,0.0,,
John Albert Yeakel - Earnout business combinations (Book 1971).pdf,Textbooks/Academic/M&A/John Albert Yeakel - Earnout business combinations (Book 1971).pdf,0,0,0.0,,
Kooyul Jung - The relationship between changes in certain firm characteristics and the (Book 1987).pdf,Textbooks/Academic/M&A/Kooyul Jung - The relationship between changes in certain firm characteristics and the (Book 1987).pdf,0,0,0.0,,
Kosman - The buyout or America - Now Private Equity is Destroying Jobs and Killing the American Economy (Book 2009).pdf,Textbooks/Academic/M&A/Kosman - The buyout or America - Now Private Equity is Destroying Jobs and Killing the American Economy (Book 2009).pdf,0,6,-1.0,,"Wall Street(3), client(2), insider(1)"
Margaret Smith - Canadian Airlines and AMR proposal (Book 1993).pdf,Textbooks/Academic/M&A/Margaret Smith - Canadian Airlines and AMR proposal (Book 1993).pdf,0,1,-1.0,,board of directors(1)
Matthew Thayer Billett - Leverage and the takeover market (Book 1993).pdf,Textbooks/Academic/M&A/Matthew Thayer Billett - Leverage and the takeover market (Book 1993).pdf,4,0,1.0,"optimal(2), OLS(1), testable implication(1)",
Pornsiri Pringsulaka Poonakasem - The impact of merger on the firm's equity risk (Book 1987).pdf,Textbooks/Academic/M&A/Pornsiri Pringsulaka Poonakasem - The impact of merger on the firm's equity risk (Book 1987).pdf,0,0,0.0,,
Prem Chand Jain - Sell-off decisions (Book 1984).pdf,Textbooks/Academic/M&A/Prem Chand Jain - Sell-off decisions (Book 1984).pdf,1,0,1.0,literature review(1),
Robert Shields Hansen - Vertical integration and control (Book 1978).pdf,Textbooks/Academic/M&A/Robert Shields Hansen - Vertical integration and control (Book 1978).pdf,0,0,0.0,,
Ronald J. Daniels - The law and finance of mergers and acquisitions (Book 1994).pdf,Textbooks/Academic/M&A/Ronald J. Daniels - The law and finance of mergers and acquisitions (Book 1994).pdf,8,5,0.2308,"this course(6), working paper(1), course materials(1)","how to(1), practical(1), case study(1), board of directors(1), insider(1)"
Thomas Heintzman - Contested corporate transactions (Book 1998).pdf,Textbooks/Academic/M&A/Thomas Heintzman - Contested corporate transactions (Book 1998).pdf,5,0,1.0,et al.(5),
Walter J. Mead - Mergers and economic concentration in the Douglas-fir lumber industry (Book 1964).pdf,Textbooks/Academic/M&A/Walter J. Mead - Mergers and economic concentration in the Douglas-fir lumber industry (Book 1964).pdf,0,0,0.0,,
Emmanuel Farhi - Capital taxation (Book 2009).pdf,Textbooks/Academic/Taxes/Emmanuel Farhi - Capital taxation (Book 2009).pdf,35,0,1.0,"equilibrium(12), optimal(8), we find that(4), coefficient(3), we assume(3)",
Harberger - The Taxation of Income from Capital (Book 1969).pdf,Textbooks/Academic/Taxes/Harberger - The Taxation of Income from Capital (Book 1969).pdf,13,0,1.0,"coefficient(5), regression(3), forthcoming(2), t-statistic(1), American Economic Review(1)",
"United States. Department of Housing and Urban Development. - Tax reform, tax incentives and investment returns on rental housing (Book 1977).pdf","Textbooks/Academic/Taxes/United States. Department of Housing and Urban Development. - Tax reform, tax incentives and investment returns on rental housing (Book 1977).pdf",0,0,0.0,,
Accounting - Auditing and Finance (Book 1981).pdf,Textbooks/Practitioner/Accounting/Accounting - Auditing and Finance (Book 1981).pdf,3,0,1.0,literature review(3),
Anthony - Management Accounting Text and Cases (Book 1970).pdf,Textbooks/Practitioner/Accounting/Anthony - Management Accounting Text and Cases (Book 1970).pdf,4,0,1.0,"this course(3), instructor(1)",
Arthur Collins - A municipal internal audit (Book 1904).pdf,Textbooks/Practitioner/Accounting/Arthur Collins - A municipal internal audit (Book 1904).pdf,1,5,-0.6667,this course(1),"client(2), practical(1), guide(1), handbook(1)"
Arthur Edwin Cutforth - Treatment of Fluctuating Currency in Accounts (Book 1910).pdf,Textbooks/Practitioner/Accounting/Arthur Edwin Cutforth - Treatment of Fluctuating Currency in Accounts (Book 1910).pdf,0,0,0.0,,
Baker - 20th Century Bookkeeping and Accounting (Book 1913).pdf,Textbooks/Practitioner/Accounting/Baker - 20th Century Bookkeeping and Accounting (Book 1913).pdf,2,6,-0.5,"this course(1), prerequisite(1)","practical(3), best practice(2), for the practicing(1)"
Bebbington - Financial Accounting Practice and Principles (Book 2001).pdf,Textbooks/Practitioner/Accounting/Bebbington - Financial Accounting Practice and Principles (Book 2001).pdf,15,0,1.0,further reading(15),
Bentley - Corporate Finance and Accounting (Book 1911).pdf,Textbooks/Practitioner/Accounting/Bentley - Corporate Finance and Accounting (Book 1911).pdf,0,0,0.0,,
Bernstein - Understanding Corporate Reports a Guide to Financial Statments (Book 1974).pdf,Textbooks/Practitioner/Accounting/Bernstein - Understanding Corporate Reports a Guide to Financial Statments (Book 1974).pdf,0,6,-1.0,,"guide(3), how to(2), practical(1)"
Bragg - Financial Analysis a Controller's Guide (Book 2000).pdf,Textbooks/Practitioner/Accounting/Bragg - Financial Analysis a Controller's Guide (Book 2000).pdf,2,7,-0.5556,"MBA students(1), suggested readings(1)","guide(4), how to(1), best practice(1), the reader will(1)"
C. C. Marsh - The science of double-entry book-keeping (Book 1831).pdf,Textbooks/Practitioner/Accounting/C. C. Marsh - The science of double-entry book-keeping (Book 1831).pdf,0,1,-1.0,,practical(1)
Charles E. Sprague - The philosophy of accounts (Book 1908).pdf,Textbooks/Practitioner/Accounting/Charles E. Sprague - The philosophy of accounts (Book 1908).pdf,0,0,0.0,,
Clarence Munro Day - Accounting practice (Book 1908).pdf,Textbooks/Practitioner/Accounting/Clarence Munro Day - Accounting practice (Book 1908).pdf,0,2,-1.0,,"how to(1), practical(1)"
