filename,path,author,title,year,npv_hits,eps_hits,score,top_npv_terms,top_eps_terms
Cowles - Common Stock Indexes 1871-1937 (Book 1938).pdf,Textbooks/Academic/Investments/Cowles - Common Stock Indexes 1871-1937 (Book 1938).pdf,Cowles,Common Stock Indexes 1871-1937,1938,0,47,-1.0,,"per share(36), dividend yield(3), earnings yield(2), earning power(2), earnings per share(1)"
"Cox, Garfield V - An Appraisal of American Business Forecasts (Book 1929).pdf","Textbooks/Academic/Investments/Cox, Garfield V - An Appraisal of American Business Forecasts (Book 1929).pdf","Cox, Garfield V",An Appraisal of American Business Forecasts,1929,0,0,0.0,,
"Cox, John C - Options Markets (Book 1985).pdf","Textbooks/Academic/Investments/Cox, John C - Options Markets (Book 1985).pdf","Cox, John C",Options Markets,1985,780,209,0.5774,"black-scholes(245), option pricing(211), expected return(74), present value(70), contingent claim(31)","rate of return(134), per share(43), dividend yield(24), dilutive/dilution(4), par value(2)"
"Cox, Rubinstein - Options Markets (Book 1985).pdf","Textbooks/Academic/Investments/Cox, Rubinstein - Options Markets (Book 1985).pdf","Cox, Rubinstein",Options Markets,1985,778,211,0.5733,"black-scholes(244), option pricing(211), expected return(74), present value(68), contingent claim(31)","rate of return(135), per share(43), dividend yield(24), dilutive/dilution(4), par value(2)"
"Cragg, Malkiel - Expectations and the Structure of Share Prices (Book 1982).pdf","Textbooks/Academic/Investments/Cragg, Malkiel - Expectations and the Structure of Share Prices (Book 1982).pdf","Cragg, Malkiel",Expectations and the Structure of Share Prices,1982,157,104,0.2031,"expected return(38), capm(34), systematic risk(25), factor model(24), capital asset pricing(16)","rate of return(32), price-earnings(27), per share(26), earnings per share(15), earning power(2)"
Damodaran - Damodaran on Valuation (Book 2006).pdf,Textbooks/Academic/Investments/Damodaran - Damodaran on Valuation (Book 2006).pdf,Damodaran,Damodaran on Valuation,2006,1533,1759,-0.0687,"present value(253), discounted cash flow(249), risk premium(152), free cash flow(138), terminal value(126)","per share(261), book value(254), return on capital(232), relative valuation(202), return on equity(146)"
Damodaran - Investment Valuation (Book 2012).pdf,Textbooks/Academic/Investments/Damodaran - Investment Valuation (Book 2012).pdf,Damodaran,Investment Valuation,2012,2265,3196,-0.1705,"present value(375), risk premium(317), discounted cash flow(252), expected return(182), free cash flow(180)","book value(525), per share(459), p/e ratio(334), return on capital(308), return on equity(291)"
Damodaran - The Dark Side of Valuation (Book 2018).pdf,Textbooks/Academic/Investments/Damodaran - The Dark Side of Valuation (Book 2018).pdf,Damodaran,The Dark Side of Valuation,2018,1645,1687,-0.0126,"risk premium(437), present value(221), discounted cash flow(219), terminal value(211), free cash flow(89)","per share(252), book value(240), relative valuation(228), return on capital(166), p/e ratio(163)"
David Allen Ziebart - Trading activity and the reliability of target betas (Book 1985).pdf,Textbooks/Academic/Investments/David Allen Ziebart - Trading activity and the reliability of target betas (Book 1985).pdf,David Allen Ziebart,Trading activity and the reliability of target betas,1985,8,0,1.0,"beta coefficient(4), expected return(3), systematic risk(1)",
David Cohen - Price effects of financial futures trading (Book 1982).pdf,Textbooks/Academic/Investments/David Cohen - Price effects of financial futures trading (Book 1982).pdf,David Cohen,Price effects of financial futures trading,1982,5,0,1.0,"capm(1), portfolio theory(1), risk premium(1), efficient market(1), information asymmetry(1)",
"Dewey, T. Henry - A Treatise on Contracts for Future Delivery (Book 1886).pdf","Textbooks/Academic/Investments/Dewey, T. Henry - A Treatise on Contracts for Future Delivery (Book 1886).pdf","Dewey, T. Henry",A Treatise on Contracts for Future Delivery,1886,0,2,-1.0,,par value(2)
DiLiddo - Stocks Strategies Common Sense (Book 1997).pdf,Textbooks/Academic/Investments/DiLiddo - Stocks Strategies Common Sense (Book 1997).pdf,DiLiddo,Stocks Strategies Common Sense,1997,6,131,-0.9124,"present value(3), net present value(1), discounted cash flow(1), risk premium(1)","earnings yield(47), per share(29), dividend yield(27), earnings per share(8), price-to-earnings(6)"
"Dimson, Marsh, Staunton - Triumph of the Optimists (Book 2002).pdf","Textbooks/Academic/Investments/Dimson, Marsh, Staunton - Triumph of the Optimists (Book 2002).pdf","Dimson, Marsh, Staunton",Triumph of the Optimists,2002,388,125,0.5127,"risk premium(294), expected return(26), gordon growth model(13), gordon model(13), capm(10)","dividend yield(45), rate of return(29), p/e ratio(19), book value(16), return on equity(7)"
"Eiteman, Eiteman - Leading World Stock Exchanges (Book 1964).pdf","Textbooks/Academic/Investments/Eiteman, Eiteman - Leading World Stock Exchanges (Book 1964).pdf","Eiteman, Eiteman",Leading World Stock Exchanges,1964,2,19,-0.8095,efficient market(2),"per share(10), par value(6), eps(1), earning power(1), intrinsic value(1)"
"Elton, Edwin J - Investments (Book 1999).pdf","Textbooks/Academic/Investments/Elton, Edwin J - Investments (Book 1999).pdf","Elton, Edwin J",Investments,1999,67,86,-0.1242,"markowitz(19), factor model(15), expected return(8), modigliani and miller(6), capm(4)","per share(35), earnings per share(29), p/e ratio(11), price-earnings(5), consensus estimate(4)"
"Emery, Henry - Speculation on the Stock and Produce Exchanges (Book 1896).pdf","Textbooks/Academic/Investments/Emery, Henry - Speculation on the Stock and Produce Exchanges (Book 1896).pdf","Emery, Henry",Speculation on the Stock and Produce Exchanges,1896,0,6,-1.0,,"roe(2), par value(2), earning power(1), earning capacity(1)"
Ernest Brown Skinner - The mathematical theory of investment (Book 1913).pdf,Textbooks/Academic/Investments/Ernest Brown Skinner - The mathematical theory of investment (Book 1913).pdf,Ernest Brown Skinner,The mathematical theory of investment,1913,143,45,0.5213,"present value(141), present worth(2)","par value(18), book value(17), per share(8), roe(1), margin of safety(1)"
Fama - Foundations of Finance (Book 1976).pdf,Textbooks/Academic/Investments/Fama - Foundations of Finance (Book 1976).pdf,Fama,Foundations of Finance,1976,355,34,0.8252,"expected return(286), efficient market(28), portfolio theory(11), factor model(11), risk premium(6)","roe(26), rate of return(4), per share(3), dividend yield(1)"
Fama - Foundations of Finance AFA chapters (Book 1976).pdf,Textbooks/Academic/Investments/Fama - Foundations of Finance AFA chapters (Book 1976).pdf,Fama,Foundations of Finance AFA chapters,1976,17,26,-0.2093,"expected return(11), markowitz(3), portfolio theory(2), factor model(1)",roe(26)
Feldstein - Inflation Tax Rules and Capital Formation (Book 1983).pdf,Textbooks/Academic/Investments/Feldstein - Inflation Tax Rules and Capital Formation (Book 1983).pdf,Feldstein,Inflation Tax Rules and Capital Formation,1983,45,219,-0.6591,"risk premium(18), present value(13), opportunity cost(7), modigliani and miller(3), discounted value(2)","rate of return(149), per share(27), return on capital(16), price-earnings(12), earnings per share(11)"
"Fischer, Stanley - Call Option Pricing When the Exercise Price Is Uncertain (Book 1977).pdf","Textbooks/Academic/Investments/Fischer, Stanley - Call Option Pricing When the Exercise Price Is Uncertain (Book 1977).pdf","Fischer, Stanley",Call Option Pricing When the Exercise Price Is Uncertain,1977,15,18,-0.0909,"option pricing(9), capital asset pricing(2), modigliani and miller(1), risk premium(1), expected return(1)",rate of return(18)
Folke Olander - Psychological approaches to the study of saving (Book 1970).pdf,Textbooks/Academic/Investments/Folke Olander - Psychological approaches to the study of saving (Book 1970).pdf,Folke Olander,Psychological approaches to the study of saving,1970,0,1,-1.0,,rate of return(1)
Frank K. Reilly - The many uses of bond duration (Book 1979).pdf,Textbooks/Academic/Investments/Frank K. Reilly - The many uses of bond duration (Book 1979).pdf,Frank K. Reilly,The many uses of bond duration,1979,10,5,0.3333,"present value(7), risk premium(2), capital asset pricing(1)",rate of return(5)
"Franklin Eliot Felton - The Secrets of Internal Revenue Exposing the Whiskey Ring, Gold Ring, and (Book 1870).pdf","Textbooks/Academic/Investments/Franklin Eliot Felton - The Secrets of Internal Revenue Exposing the Whiskey Ring, Gold Ring, and (Book 1870).pdf",Franklin Eliot Felton,"The Secrets of Internal Revenue Exposing the Whiskey Ring, Gold Ring, and",1870,0,0,0.0,,
Fried - The Speculative Merits of Common Stock Warrants (Book 1961).pdf,Textbooks/Academic/Investments/Fried - The Speculative Merits of Common Stock Warrants (Book 1961).pdf,Fried,The Speculative Merits of Common Stock Warrants,1961,0,66,-1.0,,"per share(59), dilutive/dilution(3), dividend yield(2), earning power(1), intrinsic value(1)"
Friedman - A Theory of the Consumption Function (Book 1957).pdf,Textbooks/Academic/Investments/Friedman - A Theory of the Consumption Function (Book 1957).pdf,Friedman,A Theory of the Consumption Function,1957,4,8,-0.3333,"mean-variance(2), present value(1), discounted value(1)","rate of return(7), return on capital(1)"
Gardner - The Motley Fool You Have More Than You Think (Book 2001).pdf,Textbooks/Academic/Investments/Gardner - The Motley Fool You Have More Than You Think (Book 2001).pdf,Gardner,The Motley Fool You Have More Than You Think,2001,4,71,-0.8933,"opportunity cost(3), expected return(1)","per share(41), earnings per share(12), dividend yield(7), price-to-earnings(5), rate of return(2)"
Gerald Douglas Gay - Hedging against commodity price inflation (Book 1980).pdf,Textbooks/Academic/Investments/Gerald Douglas Gay - Hedging against commodity price inflation (Book 1980).pdf,Gerald Douglas Gay,Hedging against commodity price inflation,1980,17,7,0.4167,"capm(6), risk premium(4), sml(2), expected return(2), systematic risk(1)","per share(6), rate of return(1)"
Gilbert Haller - The Haller theory of stock market trends (Book 1965).pdf,Textbooks/Academic/Investments/Gilbert Haller - The Haller theory of stock market trends (Book 1965).pdf,Gilbert Haller,The Haller theory of stock market trends,1965,0,0,0.0,,
"Graham, Dodd - Security Analysis 2nd ed (Book 1940).pdf","Textbooks/Academic/Investments/Graham, Dodd - Security Analysis 2nd ed (Book 1940).pdf","Graham, Dodd",Security Analysis 2nd ed,1940,7,999,-0.9861,"present value(6), contingent claim(1)","per share(542), earning power(124), book value(85), intrinsic value(62), par value(54)"
"Graham, Dodd - Security Analysis 2nd ed DLI scan (Book 1940).pdf","Textbooks/Academic/Investments/Graham, Dodd - Security Analysis 2nd ed DLI scan (Book 1940).pdf","Graham, Dodd",Security Analysis 2nd ed DLI scan,1940,7,1000,-0.9861,"present value(6), contingent claim(1)","per share(542), earning power(124), book value(85), intrinsic value(62), par value(54)"
Greenblatt - The Little Book That Beats the Market (Book 2006).pdf,Textbooks/Academic/Investments/Greenblatt - The Little Book That Beats the Market (Book 2006).pdf,Greenblatt,The Little Book That Beats the Market,2006,10,154,-0.878,"factor model(5), random walk(3), expected return(1), efficient market(1)","return on capital(50), earnings yield(44), per share(38), margin of safety(7), rate of return(5)"
Greenblatt - You Can Be a Stock Market Genius (Book 1999).pdf,Textbooks/Academic/Investments/Greenblatt - You Can Be a Stock Market Genius (Book 1999).pdf,Greenblatt,You Can Be a Stock Market Genius,1999,28,135,-0.6564,"free cash flow(18), efficient market(4), expected return(3), systematic risk(1), random walk(1)","per share(91), book value(9), margin of safety(9), price-earnings(8), dilutive/dilution(3)"
"Harris trust & savings bank, Chicago. - Why bonds are safe investments (Book 1920).pdf","Textbooks/Academic/Investments/Harris trust & savings bank, Chicago. - Why bonds are safe investments (Book 1920).pdf","Harris trust & savings bank, Chicago.",Why bonds are safe investments,1920,0,1,-1.0,,earning capacity(1)
Hazel Johnson - The relationship between below-target returns and interperiod asset return (Book 1987).pdf,Textbooks/Academic/Investments/Hazel Johnson - The relationship between below-target returns and interperiod asset return (Book 1987).pdf,Hazel Johnson,The relationship between below-target returns and interperiod asset return,1987,6,105,-0.8919,mean-variance(6),roe(105)
Henry J. Claycamp - The composition of consumer savings portfolios (Book 1963).pdf,Textbooks/Academic/Investments/Henry J. Claycamp - The composition of consumer savings portfolios (Book 1963).pdf,Henry J. Claycamp,The composition of consumer savings portfolios,1963,0,0,0.0,,
"Hester, Tobin - Financial Markets and Economic Activity (Book 1967).pdf","Textbooks/Academic/Investments/Hester, Tobin - Financial Markets and Economic Activity (Book 1967).pdf","Hester, Tobin",Financial Markets and Economic Activity,1967,111,83,0.1443,"expected return(68), markowitz(41), mean-variance(1), risk premium(1)","rate of return(72), return on capital(4), price-earnings(3), traditional theory(1), book value(1)"
"Hester, Tobin - Risk Aversion and Portfolio Choice (Book 1967).pdf","Textbooks/Academic/Investments/Hester, Tobin - Risk Aversion and Portfolio Choice (Book 1967).pdf","Hester, Tobin",Risk Aversion and Portfolio Choice,1967,22,28,-0.12,"expected return(9), markowitz(8), efficient frontier(2), risk premium(2), opportunity cost(1)","rate of return(16), par value(8), per share(1), roe(1), traditional theory(1)"
"Hester, Tobin - Studies of Portfolio Behavior (Book 1967).pdf","Textbooks/Academic/Investments/Hester, Tobin - Studies of Portfolio Behavior (Book 1967).pdf","Hester, Tobin",Studies of Portfolio Behavior,1967,50,112,-0.3827,"risk premium(25), expected return(14), markowitz(5), opportunity cost(3), proposition i(1)","rate of return(51), return on capital(33), per share(9), dividend yield(8), par value(4)"
Hickman - Corporate Bond Quality and Investor Experience (Book 1958).pdf,Textbooks/Academic/Investments/Hickman - Corporate Bond Quality and Investor Experience (Book 1958).pdf,Hickman,Corporate Bond Quality and Investor Experience,1958,69,90,-0.1321,"discounted value(35), risk premium(27), present value(5), fcf(1), present worth(1)","margin of safety(30), book value(28), rate of return(22), par value(5), earning power(3)"
Hickman - Statistical Measures of Corporate Bond Financing (Book 1960).pdf,Textbooks/Academic/Investments/Hickman - Statistical Measures of Corporate Bond Financing (Book 1960).pdf,Hickman,Statistical Measures of Corporate Bond Financing,1960,34,3,0.8378,"discounted value(33), present value(1)","rate of return(2), margin of safety(1)"
Hickman - The Volume of Corporate Bond Financing Since 1900 (Book 1953).pdf,Textbooks/Academic/Investments/Hickman - The Volume of Corporate Bond Financing Since 1900 (Book 1953).pdf,Hickman,The Volume of Corporate Bond Financing Since 1900,1953,0,16,-1.0,,"book value(4), dividend yield(4), par value(4), rate of return(2), per share(1)"
